0.81472,-2.6601
0.90579,1.2146
0.12699,4.0617
0.91338,2.9528
0.63236,-6.7432
0.09754,5.0075
0.2785,7.8161
0.54688,-4.5109
0.95751,1.8492
0.96489,3.554
0.15761,6.4758
0.97059,3.1637
0.95717,6.4245
0.48538,-3.6723
0.80028,-5.243
0.14189,5.0769
0.42176,-0.85748
0.91574,1.0783
0.79221,-5.2154
0.95949,6.2672
0.65574,-7.9134
0.035712,0.010816
0.84913,0.72586
0.93399,4.5116
0.67874,-7.8746
0.75774,-8.6346
0.74313,-7.209
0.39223,2.4329
0.65548,-6.9934
0.17119,6.5602
0.70605,-6.4353
0.031833,2.3592
0.27692,4.7576
0.046171,0.74559
0.097132,3.4573
0.82346,-4.2351
0.69483,-7.9129
0.3171,5.8975
0.95022,-2.1504
0.034446,1.0084
0.43874,2.4764
0.38156,1.3584
0.76552,-4.1084
0.7952,-3.9986
0.18687,7.2163
0.48976,-2.0424
0.44559,-2.7994
0.64631,-7.5705
0.70936,-4.3541
0.75469,-5.9225
0.27603,7.0365
0.6797,-8.753
0.6551,-7.5289
0.16261,7.2506
0.119,6.3367
0.49836,-3.4422
0.95974,3.1875
0.34039,8.5739
0.58527,-10.245
0.22381,11.401
0.75127,-5.6077
0.2551,9.0485
0.50596,-6.0716
0.69908,-8.3366
0.8909,-0.37983
0.95929,4.3199
0.54722,-7.9045
0.13862,7.0536
0.14929,4.4029
0.25751,7.3837
0.84072,-1.3631
0.25428,7.8806
0.81428,-1.8797
0.24352,9.1758
0.92926,0.97241
0.34998,5.0937
0.1966,5.7246
0.25108,5.0313
0.61604,-5.4065
0.47329,-1.5185
0.35166,4.4777
0.83083,-1.3979
0.58526,-5.2518
0.54972,-4.4674
0.91719,3.6785
0.28584,8.3815
0.7572,-5.5964
0.75373,-7.3322
0.38045,2.1381
0.56782,-3.6564
0.075854,1.0107
0.05395,2.7485
0.5308,-7.7094
0.77917,-3.4651
0.93401,3.8598
0.12991,5.9611
0.56882,-5.9006
0.46939,-5.6667
0.011902,1.6473
0.33712,1.3226
